CODGEO;LIBGEO;POP_MUN;POP_COM_QP;POP_COM;LIB_COM;TX_F;TX_TOT_0A24;TX_F_0A24;TX_TOT_60ETPLUS;TX_F_60ETPLUS;IND_JEUNE;TX_TOT_MEN1;TX_TOT_MEN6;TX_TOT_ET;TX_F_ET;A;PERCOU;AM;AI;ACSSENF;ACAVENF;AC3ENF;A_NETUD_24;A_ETUD;ENF;ENF_2;ENF_3_5;ENF_6_10;ENF_11_14;ENF_15_17;ENF_18_24;NOTE_CNAF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP060008;La Victoire;3 083;8 812;40 430;Compiègne;54,7;38,8;35,7;15,8;17,8;2,0;39,7;;11,5;11,2;934;2 217;227;413;52;242;103;47;;990;124;149;290;180;130;117;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP060009;Saint Jean;4 753;16 369;55 252;Beauvais;51,1;42,8;39,9;11,9;12,1;2,9;32,1;7,6;16,9;16,8;1 645;4 065;408;654;132;451;185;101;6;1 857;332;302;471;327;226;199;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP060010;Saint Lucien;2 703;16 369;55 252;Beauvais;55,7;44,1;41,8;16,0;17,4;2,2;30,4;;11,5;10,9;813;2 021;234;302;59;218;79;61;;931;130;174;210;176;138;103;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP060011;Argentine;8 913;16 369;55 252;Beauvais;53,2;41,3;39,4;13,2;14,1;2,5;37,0;4,0;11,7;10,2;2 657;6 405;697;1 117;154;689;276;168;15;2 910;499;516;748;500;370;277;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP060012;Les Terriers;1 229;1 229;12 637;Pont-Sainte-Maxence;50,4;44,1;42,5;;;;36,2;3,3;12,8;12,3;404;980;116;152;22;114;33;28;;444;76;75;110;81;54;48;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP060013;Quartier De La Nacre;3 089;3 089;13 995;Méru;49,5;42,4;41,6;12,7;12,3;2,8;26,6;6,8;18,9;18,4;724;1 994;155;283;42;244;138;27;;972;145;167;266;187;114;93;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP060014;Les Sables;1 118;1 118;10 714;Clermont;53,7;42,7;37,9;9,7;10,6;3,7;33,3;4,2;6,8;5,5;361;882;111;134;23;93;33;32;;399;72;69;105;65;55;33;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP060015;Liancourt Les Abords Du Parc;1 285;1 285;7 204;Liancourt;50,0;39,7;28,4;26,0;35,7;1,3;36,9;4,7;20,9;10,2;367;745;74;212;14;67;31;18;;296;42;45;95;53;38;23;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP060016;Quartier Kennedy;1 988;1 988;14 962;Crépy-en-Valois;51,1;41,7;37,5;11,0;12,0;3,1;30,5;7,2;9,5;9,3;496;1 297;114;195;29;158;71;21;;619;84;91;174;128;93;49;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP060017;Beauséjour;1 559;2 874;13 894;Noyon;57,6;37,0;37,8;15,2;18,1;2,0;37,4;;14,2;14,3;510;1 208;127;216;40;127;50;44;;530;110;103;146;78;59;34;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP060018;Mont Siméon;1 315;2 874;13 894;Noyon;52,1;45,3;44,7;8,9;7,9;4,2;29,6;9,0;24,3;24,9;386;914;84;157;47;98;41;21;;388;79;74;79;58;57;41;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP061001;Les Provinces;1 382;4 008;13 903;Argentan;56,2;37,8;36,0;;;;47,4;;;;511;1 061;117;274;29;91;30;39;;424;73;79;100;75;57;40;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP061002;Saint Michel - Vallée D'Auge;2 626;4 008;13 903;Argentan;56,6;38,1;34,1;17,6;19,6;1,9;43,7;;4,9;4,7;857;1 601;194;497;61;105;37;59;20;583;80;96;138;113;84;72;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP061003;Saint Michel;1 047;3 031;14 761;Flers;54,2;35,8;32,8;;;;39,8;;;;386;725;81;226;22;57;18;20;;268;37;51;61;42;43;34;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP061004;Saint Sauveur;1 984;3 031;14 761;Flers;52,2;38,8;37,9;;;;41,4;;25,4;21,7;585;1 501;139;219;34;193;81;21;;682;115;102;173;133;104;55;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP061005;La Madeleine;1 233;1 233;7 983;L'Aigle;57,3;36,1;33,5;19,4;21,5;1,5;50,4;2,7;16,6;12,7;452;861;90;270;23;69;23;25;;318;65;58;81;54;30;30;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP061006;Perseigne;4 245;6 358;26 350;Alençon;54,5;40,5;39,4;16,4;18,3;2,1;39,1;5,6;17,8;17,4;1 372;3 242;328;631;91;322;156;98;18;1 455;254;237;372;259;197;136;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP061007;Courteille;2 113;6 358;26 350;Alençon;53,1;40,2;33,8;16,8;21,2;2,0;45,6;;6,2;;781;1 604;234;374;52;121;42;72;;652;111;104;165;110;89;73;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062001;Quartier Du Mieux-Etre;1 088;1 088;5 145;Marquise;51,8;39,0;33,3;21,9;27,2;1,5;20,9;6,1;1,5;1,6;251;637;51;102;14;84;33;14;;287;28;48;75;62;38;36;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062002;Camus;1 256;1 256;4 100;Angres;56,2;31,6;26,8;27,8;34,9;0,9;37,9;4,2;3,5;3,9;430;1 110;90;151;37;152;54;26;;487;60;76;126;95;70;60;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062003;Plantigeons - Fosse 4;1 588;1 588;16 873;Carvin;50,6;36,2;34,0;16,3;;1,8;30,2;;;;463;1 139;91;180;51;141;55;32;;479;69;69;121;100;70;50;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062004;Centre Ville;2 413;4 640;10 863;Auchel;53,0;41,3;36,8;17,4;22,0;1,9;39,0;4,3;;;698;1 750;150;290;57;201;78;63;;796;130;117;211;156;100;82;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062005;Quartier Des Cité 5 - Cité De Marles - Cité Du Rond-Point;2 365;7 205;22 158;Auchel, Calonne-Ricouart, Marles-les-Mines;52,8;33,1;27,7;26,9;33,7;1,0;35,8;;0,5;0,5;665;1 547;114;290;75;186;59;56;;611;86;99;143;117;91;75;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062006;Quartier Rimbert;994;4 761;13 892;Auchel, Burbure;52,3;43,6;41,3;;;;22,0;;;;303;759;50;124;25;104;40;27;;326;45;49;79;69;48;36;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062007;Quartier Du Regain;2 396;2 396;13 692;Barlin, Hersin-Coupigny;54,3;34,2;30,5;21,3;28,5;1,3;40,0;3,5;1;1;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062008;Quartier Du Mont Liébaut;3 083;6 323;25 463;Béthune;56,0;43,5;40,2;14,4;17,9;2,3;36,2;;3,9;;1 021;2 086;244;519;75;183;63;89;7;802;145;149;171;134;108;95;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062009;Quartier De La Rue De Lille;3 347;6 430;28 899;Béthune, Verquin;51,2;39,6;36,3;14,7;19,7;2,0;38,7;4,2;2,9;;1 077;2 419;202;511;92;272;94;107;44;987;153;139;252;195;140;108;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062010;Renaissance;1 179;1 179;11 847;Beuvry, Labourse;53,1;38,0;34,6;14,4;18,5;2,1;38,8;2,5;1;1,4;382;900;74;160;34;114;30;35;;365;67;63;85;67;47;36;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062011;Le Centre;5 210;8 498;27 803;Bruay-la-Buissière, Haillicourt;52,8;34,1;30,0;20,1;25,6;1,3;42,5;;;;1 686;3 738;304;821;158;403;143;154;;1 487;224;224;376;277;231;155;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062012;Terrasses Basly;1 889;7 922;22 802;Bruay-la-Buissière;52,2;34,4;29,8;20,2;26,9;1,5;39,2;;;;485;1 186;95;179;63;148;53;25;;487;77;67;129;88;72;54;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062013;Quartier Coteau Du Stade Parc-Cité 34;1 496;9 107;29 577;Bruay-la-Buissière, Divion;53,2;36,4;35,0;18,7;23,0;1,6;39,9;;0,2;;476;1 032;78;230;49;119;37;27;;394;47;65;91;93;56;42;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062014;Quartier Des Cités 6 Et 30;1 689;3 004;12 338;Calonne-Ricouart, Divion;52,1;36,1;34,4;20,3;24,1;1,6;33,0;6,2;0,3;0,2;525;1 402;90;185;65;185;80;52;;617;91;99;158;126;82;61;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062015;Quartier Provinces - Longues Trinques;1 213;5 280;13 778;Auchel, Cauchy-à-la-Tour;53,1;44,5;42,0;14,6;17,4;2,4;31,6;2,7;0,3;;371;871;93;144;40;94;24;41;;362;56;60;81;62;66;37;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062016;Quartier Saint-Elie - Fosse 13;1 332;1 332;12 592;Douvrin, Haisnes, Hulluch;51,2;37,8;35,2;17,8;21,9;1,8;27,9;6,5;2,9;2,6;386;1 038;67;136;36;147;53;27;;467;63;75;113;90;75;51;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062017;Le Haut D'Houdain;2 727;2 923;12 474;Haillicourt, Houdain;53,7;41,0;39,0;17,1;20,7;2,0;28,3;5,0;0,2;0,2;736;2 023;127;244;68;297;111;54;;919;127;138;240;160;143;111;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062018;Terre-Noeve;1 729;1 729;12 424;Noeux-les-Mines;53,3;37,3;32,8;19,8;27,3;1,5;30,9;;;;504;1 293;121;174;46;163;62;38;;582;94;80;136;124;91;57;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062019;République - Cité 4;4 765;4 831;17 876;Avion;53,9;42,0;38,5;16,6;19,2;2,0;27,6;6,5;6,2;6,6;1 465;3 562;307;628;107;423;155;94;;1 558;249;242;384;288;210;185;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062020;Cité Des Brebis;2 318;3 550;20 421;Bully-les-Mines, Mazingarbe;52,6;40,4;35,5;16,7;22,8;1,9;34,0;6,2;;;675;1 581;118;297;65;195;68;48;;651;98;95;146;104;123;85;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062021;Cité Du Transvaal - Centre;1 850;2 761;14 701;Billy-Montigny, Fouquières-lès-Lens;55,3;40,5;38,3;19,4;22,9;1,5;37,0;4,9;4,4;4,1;454;1 074;84;192;46;132;45;38;;437;70;80;100;81;63;43;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062022;Cité 5 - Cité 11;3 847;3 942;13 480;Grenay, Loos-en-Gohelle;51,8;41,8;37,9;14,1;18,4;2,4;27,2;5,3;0,8;0,9;1 000;2 700;182;316;108;394;126;70;;1 206;185;192;328;226;149;126;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062023;Cité Bellevue;2 316;2 316;12 244;Harnes;51,7;37,9;33,0;16,9;19,8;1,7;26,4;;6,6;7,6;620;1 578;90;248;74;208;85;36;;671;106;93;162;144;89;77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062024;Cité 12-14;2 215;10 720;31 647;Lens;53,4;40,8;40,1;19,9;21,0;1,6;25,0;;5;;578;1 468;98;225;58;197;72;42;29;635;80;90;168;118;104;75;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062025;Grande Résidence;4 803;11 638;44 747;Lens, Loison-sous-Lens, Vendin-le-Vieil;51,5;46,9;45,7;8,6;10,7;4,3;34,6;5,7;5,9;6,1;1 541;3 479;331;726;111;373;147;108;;1 459;220;242;370;281;180;166;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062026;Cité 2;1 497;10 720;31 647;Lens;47,4;41,0;35,0;15,3;19,4;2,3;24,1;;5,4;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062027;Sellier Cité 4;1 497;10 880;34 512;Éleu-dit-Leauwette, Lens;49,8;46,7;43,0;13,0;16,4;2,9;28,2;9,8;5,1;;506;1 224;107;218;49;132;55;29;;539;78;88;128;102;81;62;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062028;Calonne - Marichelles - Vent De Bise;7 071;12 284;31 517;Liévin;52,5;42,6;38,4;13,8;16,9;2,5;30,1;4,6;2,2;;1 983;4 688;400;849;173;561;186;153;16;1 968;321;301;497;383;233;233;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062029;Les Hauts De Liévin - Résidence Des Provinces - Cités 9-9bis;4 819;23 870;69 745;Lens, Liévin, Loos-en-Gohelle;52,6;38,3;36,2;17,0;21,3;1,9;33,7;6,1;2;;1 415;3 582;239;564;139;473;190;120;12;1 553;208;182;379;297;273;214;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062030;Blum - Salengro - 109;2 275;12 284;31 517;Liévin;52,4;42,6;39,5;14,1;15,9;2,5;22,1;;;;661;1 602;161;256;57;187;58;41;;688;108;124;155;121;84;96;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP062031;3 Cités;1 232;1 990;7 743;Mazingarbe;52,7;40,1;38,5;16,6;19,8;2,1;27,3;6,5;1,3;1,1;344;935;52;120;41;131;51;23;;415;63;65;101;81;51;54;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
